task_id,scheduled_start,scheduled_end,satellite_id,activity_type,target_area,target_lat,target_lon,priority,requesting_unit,classification,status,notes
TASK-000469,2026-01-26 07:46:00,2026-01-26 08:10:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000470,2026-01-26 08:00:00,2026-01-26 08:27:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-000471,2026-01-26 08:08:00,2026-01-26 08:30:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000472,2026-01-26 08:22:00,2026-01-26 08:50:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000473,2026-01-26 08:31:00,2026-01-26 08:54:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,HIGH,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000474,2026-01-26 08:44:00,2026-01-26 08:53:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NRO-OPS,TOP SECRET,SCHEDULED,
TASK-000475,2026-01-26 08:56:00,2026-01-26 09:05:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000476,2026-01-26 09:08:00,2026-01-26 09:30:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,USSPACECOM,TOP SECRET,IN_PROGRESS,
TASK-000477,2026-01-26 09:21:00,2026-01-26 09:44:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,EUCOM-J2,SECRET,SCHEDULED,
TASK-000478,2026-01-26 09:40:00,2026-01-26 09:50:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-000479,2026-01-26 09:52:00,2026-01-26 10:18:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NASIC,TOP SECRET,COMPLETED,
TASK-000480,2026-01-26 10:08:00,2026-01-26 10:36:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-000481,2026-01-26 10:26:00,2026-01-26 10:46:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-000482,2026-01-26 10:45:00,2026-01-26 11:09:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-000483,2026-01-26 10:58:00,2026-01-26 11:11:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NSA-SIGINT,SECRET,SCHEDULED,
TASK-000484,2026-01-26 11:07:00,2026-01-26 11:26:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORAD,TOP SECRET,CANCELLED,
TASK-000485,2026-01-26 11:22:00,2026-01-26 11:40:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000486,2026-01-26 11:33:00,2026-01-26 11:57:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-000487,2026-01-26 11:46:00,2026-01-26 12:01:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000488,2026-01-26 12:03:00,2026-01-26 12:10:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000489,2026-01-26 12:13:00,2026-01-26 12:30:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NORTHCOM-J2,SECRET,SCHEDULED,
TASK-000490,2026-01-26 12:29:00,2026-01-26 12:38:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NORAD,UNCLASSIFIED,COMPLETED,
TASK-000491,2026-01-26 12:43:00,2026-01-26 12:58:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000492,2026-01-26 12:57:00,2026-01-26 13:25:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,EUCOM-J2,SECRET,COMPLETED,
TASK-000493,2026-01-26 13:13:00,2026-01-26 13:30:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-000494,2026-01-26 13:27:00,2026-01-26 13:52:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,NASIC,TOP SECRET,CANCELLED,
TASK-000495,2026-01-26 13:44:00,2026-01-26 13:54:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,CRITICAL,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000496,2026-01-26 13:59:00,2026-01-26 14:12:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-000497,2026-01-26 14:10:00,2026-01-26 14:15:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000498,2026-01-26 14:28:00,2026-01-26 14:39:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-000499,2026-01-26 14:39:00,2026-01-26 14:46:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,LOW,NORAD,TOP SECRET,SCHEDULED,
TASK-000500,2026-01-26 14:55:00,2026-01-26 15:20:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,TOP SECRET,SCHEDULED,
TASK-000501,2026-01-26 15:13:00,2026-01-26 15:39:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NORAD,TOP SECRET,CANCELLED,
TASK-000502,2026-01-26 15:31:00,2026-01-26 15:42:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-000503,2026-01-26 15:42:00,2026-01-26 15:48:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NORAD,SECRET,CANCELLED,
TASK-000504,2026-01-26 15:56:00,2026-01-26 16:19:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-000505,2026-01-26 16:12:00,2026-01-26 16:21:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,LOW,NORAD,SECRET,COMPLETED,
TASK-000506,2026-01-26 16:25:00,2026-01-26 16:53:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,EUCOM-J2,TOP SECRET,SCHEDULED,
TASK-000507,2026-01-26 16:40:00,2026-01-26 17:05:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000508,2026-01-26 16:58:00,2026-01-26 17:05:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,CRITICAL,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000509,2026-01-26 17:14:00,2026-01-26 17:21:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000510,2026-01-26 17:29:00,2026-01-26 17:44:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000511,2026-01-26 17:40:00,2026-01-26 17:59:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000512,2026-01-26 17:49:00,2026-01-26 17:56:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-000513,2026-01-26 18:08:00,2026-01-26 18:29:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NSA-SIGINT,TOP SECRET,COMPLETED,
TASK-000514,2026-01-26 18:27:00,2026-01-26 18:55:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORAD,TOP SECRET,COMPLETED,
TASK-000515,2026-01-26 18:44:00,2026-01-26 18:54:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,SECRET,SCHEDULED,
TASK-000516,2026-01-26 19:00:00,2026-01-26 19:25:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000517,2026-01-26 19:09:00,2026-01-26 19:25:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NASIC,TOP SECRET,COMPLETED,
TASK-000518,2026-01-26 19:27:00,2026-01-26 19:53:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,INDOPACOM-J2,UNCLASSIFIED,IN_PROGRESS,
TASK-000519,2026-01-26 19:38:00,2026-01-26 19:59:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,INDOPACOM-J2,SECRET,IN_PROGRESS,
TASK-000520,2026-01-26 19:51:00,2026-01-26 20:20:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000521,2026-01-26 20:07:00,2026-01-26 20:17:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000522,2026-01-26 20:15:00,2026-01-26 20:32:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000523,2026-01-26 20:24:00,2026-01-26 20:47:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000524,2026-01-26 20:39:00,2026-01-26 20:51:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NORAD,TOP SECRET,SCHEDULED,
TASK-000525,2026-01-26 20:47:00,2026-01-26 20:52:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000526,2026-01-26 21:00:00,2026-01-26 21:07:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,EUCOM-J2,UNCLASSIFIED,CANCELLED,
TASK-000527,2026-01-26 21:19:00,2026-01-26 21:31:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000528,2026-01-26 21:34:00,2026-01-26 21:57:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,USSPACECOM,SECRET,COMPLETED,
TASK-000529,2026-01-26 21:48:00,2026-01-26 22:04:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-000530,2026-01-26 22:00:00,2026-01-26 22:29:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,DIA-ANALYSIS,TOP SECRET,COMPLETED,
TASK-000531,2026-01-26 22:13:00,2026-01-26 22:19:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000532,2026-01-26 22:23:00,2026-01-26 22:43:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,SECRET,IN_PROGRESS,
TASK-000533,2026-01-26 22:37:00,2026-01-26 22:44:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,TOP SECRET,COMPLETED,
TASK-000534,2026-01-26 22:51:00,2026-01-26 22:57:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-000535,2026-01-26 23:03:00,2026-01-26 23:30:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,TOP SECRET,COMPLETED,
TASK-000536,2026-01-26 23:17:00,2026-01-26 23:31:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,DIA-ANALYSIS,SECRET,CANCELLED,
TASK-000537,2026-01-26 23:31:00,2026-01-26 23:54:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,DIA-ANALYSIS,UNCLASSIFIED,SCHEDULED,
TASK-000538,2026-01-26 23:49:00,2026-01-27 00:03:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000539,2026-01-27 00:05:00,2026-01-27 00:19:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORAD,TOP SECRET,SCHEDULED,
TASK-000540,2026-01-27 00:14:00,2026-01-27 00:28:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NSA-SIGINT,SECRET,COMPLETED,
TASK-000541,2026-01-27 00:28:00,2026-01-27 00:47:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-000542,2026-01-27 00:44:00,2026-01-27 01:01:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORTHCOM-J2,TOP SECRET,SCHEDULED,
TASK-000543,2026-01-27 00:54:00,2026-01-27 01:05:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,HIGH,NORAD,SECRET,IN_PROGRESS,
TASK-000544,2026-01-27 01:08:00,2026-01-27 01:14:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-000545,2026-01-27 01:19:00,2026-01-27 01:45:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-000546,2026-01-27 01:31:00,2026-01-27 01:36:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-000547,2026-01-27 01:40:00,2026-01-27 01:45:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,INDOPACOM-J2,SECRET,CANCELLED,
TASK-000548,2026-01-27 01:50:00,2026-01-27 02:03:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,CRITICAL,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000549,2026-01-27 02:01:00,2026-01-27 02:07:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,USSPACECOM,TOP SECRET,COMPLETED,
TASK-000550,2026-01-27 02:11:00,2026-01-27 02:32:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000551,2026-01-27 02:24:00,2026-01-27 02:41:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,TOP SECRET,COMPLETED,
TASK-000552,2026-01-27 02:35:00,2026-01-27 02:50:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,NRO-OPS,SECRET,CANCELLED,
TASK-000553,2026-01-27 02:45:00,2026-01-27 03:10:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000554,2026-01-27 02:55:00,2026-01-27 03:11:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-000555,2026-01-27 03:10:00,2026-01-27 03:35:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-000556,2026-01-27 03:27:00,2026-01-27 03:51:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,USSPACECOM,SECRET,IN_PROGRESS,
TASK-000557,2026-01-27 03:39:00,2026-01-27 03:53:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NASIC,SECRET,SCHEDULED,
TASK-000558,2026-01-27 03:50:00,2026-01-27 04:06:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NASIC,SECRET,SCHEDULED,
TASK-000559,2026-01-27 04:02:00,2026-01-27 04:29:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NRO-OPS,SECRET,COMPLETED,
TASK-000560,2026-01-27 04:21:00,2026-01-27 04:32:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000561,2026-01-27 04:40:00,2026-01-27 05:02:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-000562,2026-01-27 04:49:00,2026-01-27 05:14:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-000563,2026-01-27 04:59:00,2026-01-27 05:04:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000564,2026-01-27 05:07:00,2026-01-27 05:19:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,NORAD,SECRET,COMPLETED,
TASK-000565,2026-01-27 05:15:00,2026-01-27 05:31:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,NRO-OPS,SECRET,COMPLETED,
TASK-000566,2026-01-27 05:28:00,2026-01-27 05:39:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,USSPACECOM,TOP SECRET,COMPLETED,
TASK-000567,2026-01-27 05:39:00,2026-01-27 05:57:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-000568,2026-01-27 05:49:00,2026-01-27 06:05:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-000569,2026-01-27 06:06:00,2026-01-27 06:11:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000570,2026-01-27 06:19:00,2026-01-27 06:27:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-000571,2026-01-27 06:33:00,2026-01-27 06:49:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000572,2026-01-27 06:51:00,2026-01-27 07:18:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000573,2026-01-27 07:01:00,2026-01-27 07:16:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,CRITICAL,NORTHCOM-J2,UNCLASSIFIED,IN_PROGRESS,
TASK-000574,2026-01-27 07:11:00,2026-01-27 07:26:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000575,2026-01-27 07:28:00,2026-01-27 07:52:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000576,2026-01-27 07:45:00,2026-01-27 08:01:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000577,2026-01-27 08:00:00,2026-01-27 08:28:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NORAD,SECRET,COMPLETED,
TASK-000578,2026-01-27 08:08:00,2026-01-27 08:25:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000579,2026-01-27 08:27:00,2026-01-27 08:41:00,SENTINEL-9,DOWNLINK_PASS,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-000580,2026-01-27 08:43:00,2026-01-27 08:53:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,USSPACECOM,UNCLASSIFIED,SCHEDULED,
TASK-000581,2026-01-27 08:59:00,2026-01-27 09:21:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-000582,2026-01-27 09:12:00,2026-01-27 09:25:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-000583,2026-01-27 09:30:00,2026-01-27 09:44:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000584,2026-01-27 09:43:00,2026-01-27 10:00:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NORAD,SECRET,COMPLETED,
TASK-000585,2026-01-27 09:58:00,2026-01-27 10:09:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NASIC,SECRET,SCHEDULED,
TASK-000586,2026-01-27 10:08:00,2026-01-27 10:30:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000587,2026-01-27 10:19:00,2026-01-27 10:45:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,CRITICAL,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000588,2026-01-27 10:38:00,2026-01-27 10:59:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,INDOPACOM-J2,SECRET,CANCELLED,
TASK-000589,2026-01-27 10:50:00,2026-01-27 11:01:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-000590,2026-01-27 11:04:00,2026-01-27 11:30:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,NRO-OPS,SECRET,COMPLETED,
TASK-000591,2026-01-27 11:23:00,2026-01-27 11:45:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NORAD,UNCLASSIFIED,COMPLETED,
TASK-000592,2026-01-27 11:41:00,2026-01-27 11:48:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-000593,2026-01-27 11:52:00,2026-01-27 12:13:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,TOP SECRET,IN_PROGRESS,
